Pozo,date,bppd,bapd,bsw,mscf,pres,temp,co2_frac,Cl,Na,SO4,Fe,bicarb,Ca,criticidad,mpy
SHS-49,11/13/2018,251,1004,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.252
SHS-25,11/13/2018,301.4,1205.6,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.873
SHS-199,11/13/2018,115.44,40.56,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.038
SHS-154,11/13/2018,115.2,244.8,68,16.56,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.176
SHS-261,11/13/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.986
SHS-81,11/13/2018,371.46,534.54,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.828
SHS-72,11/13/2018,156.202,587.618,79,117.35,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,2.897
SHS-14,11/13/2018,387.72,1048.28,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.149
SHS-95,11/13/2018,252.96,491.04,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.604
AGR-14,11/14/2018,361.57,2925.43,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.741
SHS-70,11/14/2018,53.04,354.96,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.496
AGR-30,11/14/2018,985.5,2299.5,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.576
SHS-135,11/14/2018,101.52,180.48,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.948
SHS-49,11/14/2018,251,1004,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.911
SHS-25,11/14/2018,301.4,1205.6,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.614
SHS-199,11/14/2018,115.44,40.56,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.674
SHS-154,11/14/2018,115.2,244.8,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.437
SHS-261,11/14/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.096
SHS-81,11/14/2018,371.46,534.54,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.111
SHS-72,11/14/2018,156.202,587.618,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,2.348
SHS-14,11/14/2018,387.72,1048.28,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.842
SHS-95,11/14/2018,252.96,491.04,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.703
AGR-14,11/15/2018,361.57,2925.43,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.987
SHS-70,11/15/2018,53.04,354.96,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.822
AGR-30,11/15/2018,985.5,2303,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.201
SHS-135,11/15/2018,101.52,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.152
SHS-49,11/15/2018,251,1008,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.979
SHS-25,11/15/2018,301.4,1208.8,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.392
SHS-199,11/15/2018,113.96,41.08,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.874
SHS-154,11/15/2018,115.2,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.261
SHS-261,11/15/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.953
SHS-81,11/15/2018,371.46,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.238
SHS-72,11/15/2018,156.202,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,3.437
SHS-14,11/15/2018,387.72,1048.28,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.845
SHS-95,11/15/2018,252.96,489.72,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.135
AGR-14,11/16/2018,361.02,2925.43,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.905
SHS-70,11/16/2018,53.04,354.96,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.889
AGR-30,11/16/2018,987,2303,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.693
SHS-135,11/16/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.47
SHS-49,11/16/2018,252.6,1008,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.764
SHS-25,11/16/2018,302.2,1208.8,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.471
SHS-199,11/16/2018,116.18,41.08,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.972
SHS-154,11/16/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.691
SHS-261,11/16/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.62
SHS-81,11/16/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.183
SHS-72,11/16/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,3.487
SHS-14,11/16/2018,388.8,1048.28,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.832
SHS-95,11/16/2018,252.28,489.72,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.219
AGR-14,11/17/2018,361.02,2925.43,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.766
SHS-70,11/17/2018,53.04,354.96,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.386
AGR-30,11/17/2018,987,2303,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.53
SHS-135,11/17/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.423
SHS-49,11/17/2018,252.6,1008,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.189
SHS-25,11/17/2018,302.2,1208.8,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.1
SHS-199,11/17/2018,116.18,41.08,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.776
SHS-154,11/17/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.925
SHS-261,11/17/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.705
SHS-81,11/17/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.7
SHS-72,11/17/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,2.218
SHS-14,11/17/2018,388.8,1048.28,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.025
SHS-95,11/17/2018,252.28,489.72,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.998
AGR-14,11/18/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.783
SHS-70,11/18/2018,53.04,354.96,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.165
AGR-30,11/18/2018,987,2303,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.876
SHS-135,11/18/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.394
SHS-49,11/18/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.123
SHS-25,11/18/2018,302.2,1208.8,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.514
SHS-199,11/18/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.162
SHS-154,11/18/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.497
SHS-261,11/18/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.025
SHS-81,11/18/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.528
SHS-72,11/18/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,3.244
SHS-14,11/18/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.443
SHS-95,11/18/2018,252.28,489.72,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.13
AGR-14,11/19/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.165
SHS-70,11/19/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.243
AGR-30,11/19/2018,987,2303,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.483
SHS-135,11/19/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.244
SHS-49,11/19/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.697
SHS-25,11/19/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.849
SHS-199,11/19/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.323
SHS-154,11/19/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.818
SHS-261,11/19/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.75
SHS-81,11/19/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.801
SHS-72,11/19/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,4.499
SHS-14,11/19/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.949
SHS-95,11/19/2018,243.44,472.56,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.889
AGR-14,11/20/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.5
SHS-70,11/20/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.316
AGR-30,11/20/2018,987,2303,70,269.1,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.916
SHS-135,11/20/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.732
SHS-49,11/20/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.223
SHS-25,11/20/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.603
SHS-199,11/20/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.679
SHS-154,11/20/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.728
SHS-261,11/20/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.07
SHS-81,11/20/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.907
SHS-72,11/20/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,2.109
SHS-14,11/20/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.898
SHS-95,11/20/2018,243.44,472.56,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.214
AGR-14,11/21/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.114
SHS-70,11/21/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.271
AGR-30,11/21/2018,987,2303,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.774
SHS-135,11/21/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.518
SHS-49,11/21/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.903
SHS-25,11/21/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.516
SHS-199,11/21/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.212
SHS-154,11/21/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.268
SHS-261,11/21/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.359
SHS-81,11/21/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.659
SHS-72,11/21/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,1.391
SHS-14,11/21/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.175
SHS-95,11/21/2018,243.44,472.56,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.039
AGR-14,11/22/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.81
SHS-70,11/22/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.252
AGR-30,11/22/2018,987,2303,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.131
SHS-135,11/22/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.216
SHS-49,11/22/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.656
SHS-25,11/22/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.492
SHS-199,11/22/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.094
SHS-154,11/22/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.519
SHS-261,11/22/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.751
SHS-81,11/22/2018,369.41,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.54
SHS-72,11/22/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,4.43
SHS-14,11/22/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.853
SHS-95,11/22/2018,243.44,472.56,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.924
AGR-14,11/23/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.55
SHS-70,11/23/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.308
AGR-30,11/23/2018,987.6,2303,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.78
SHS-135,11/23/2018,102.6,182.4,64,55.22,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.636
SHS-49,11/23/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.511
SHS-25,11/23/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.269
SHS-199,11/23/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.124
SHS-154,11/23/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.325
SHS-261,11/23/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.616
SHS-81,11/23/2018,370.64,531.59,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.593
SHS-72,11/23/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,3.515
SHS-14,11/23/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.703
SHS-95,11/23/2018,252.96,472.56,66,185,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.047
AGR-14,11/24/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.471
SHS-70,11/24/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.267
AGR-30,11/24/2018,987.6,2304.4,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.835
SHS-135,11/24/2018,102.6,182.4,64,52,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.873
SHS-49,11/24/2018,252.6,1010.4,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.499
SHS-25,11/24/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.956
SHS-199,11/24/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.496
SHS-154,11/24/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.674
SHS-261,11/24/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.14
SHS-81,11/24/2018,370.64,533.36,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.858
SHS-72,11/24/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,3.369
SHS-14,11/24/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.373
SHS-95,11/24/2018,252.96,491.04,66,187,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.921
AGR-14,11/25/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.305
SHS-70,11/25/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.683
AGR-30,11/25/2018,987.6,2304.4,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.062
SHS-135,11/25/2018,100.8,179.2,64,52,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.717
SHS-49,11/25/2018,252.6,600,80,200.21,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.841
SHS-25,11/25/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.45
SHS-199,11/25/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.313
SHS-154,11/25/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.585
SHS-261,11/25/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.292
SHS-81,11/25/2018,370.64,533.36,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.23
SHS-72,11/25/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,1.795
SHS-14,11/25/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.19
SHS-95,11/25/2018,263.16,510.84,66,187,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.77
AGR-14,11/26/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.703
SHS-70,11/26/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.33
AGR-30,11/26/2018,987.6,2304.4,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.369
SHS-135,11/26/2018,100.8,179.2,64,52,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.076
SHS-49,11/26/2018,252.6,600,80,160,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.296
SHS-25,11/26/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.294
SHS-199,11/26/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.834
SHS-154,11/26/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.272
SHS-261,11/26/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.426
SHS-81,11/26/2018,370.64,533.36,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.363
SHS-72,11/26/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,4.203
SHS-14,11/26/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.456
SHS-95,11/26/2018,263.16,510.84,66,187,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.293
AGR-14,11/27/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.822
SHS-70,11/27/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.724
AGR-30,11/27/2018,987.6,2304.4,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.31
SHS-135,11/27/2018,100.8,179.2,64,52,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.152
SHS-49,11/27/2018,150,600,80,160,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.237
SHS-25,11/27/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.429
SHS-199,11/27/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.431
SHS-154,11/27/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.486
SHS-261,11/27/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.17
SHS-81,11/27/2018,370.64,533.36,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.012
SHS-72,11/27/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,4.148
SHS-14,11/27/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.449
SHS-95,11/27/2018,263.16,510.84,66,187,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.335
AGR-14,11/28/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.846
SHS-70,11/28/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.608
AGR-30,11/28/2018,987.6,2304.4,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.339
SHS-135,11/28/2018,100.8,179.2,64,52,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.656
SHS-49,11/28/2018,150,600,80,160,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.4
SHS-25,11/28/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.906
SHS-199,11/28/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.448
SHS-154,11/28/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.433
SHS-261,11/28/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.651
SHS-81,11/28/2018,370.64,533.36,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.394
SHS-72,11/28/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,4.005
SHS-14,11/28/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.514
SHS-95,11/28/2018,263.16,510.84,66,187,50,200,0.16,27400,15786.45549,43,119.75,883.28,1860,LOW RISK,0.874
AGR-14,11/29/2018,361.02,2920.98,89,166,230,210,0.05,62700,32843,90,61.25,262.3,6320,LOW RISK,0.779
SHS-70,11/29/2018,53.664,359.136,87,14.3,250,210,0.26,48000,26698.80963,125,3.6,341.6,3800,LOW RISK,0.335
AGR-30,11/29/2018,987.6,2304.4,70,269,200,205,0.16,70500,36388,45,132.25,244,6880,LOW RISK,0.967
SHS-135,11/29/2018,100.8,179.2,64,52,120,130,0.35,18300,26875,210,53,920,1520,LOW RISK,0.815
SHS-49,11/29/2018,150,600,80,160,190,182,0.05,60800,32228,95,33,280,4800,LOW RISK,0.008
SHS-25,11/29/2018,302,1208,80,71.86,120,163,0.24,15700,8989.170863,210,2.75,800,1220,LOW RISK,0.235
SHS-199,11/29/2018,116.18,40.82,26,17.22,130,111.1,0.04,37000,20421.66054,65,9.75,250,2940,LOW RISK,0.802
SHS-154,11/29/2018,110.08,233.92,68,16.55,90,120,0.04,16100,9172,100,2.5,200,900,LOW RISK,0.345
SHS-261,11/29/2018,587.52,564.48,49,234.23,200,164.2,0.03,77000,41335.2719,45,26.75,190,5440,LOW RISK,0.637
SHS-81,11/29/2018,370.64,533.36,59,88,170,170.1,0.04,59700,29724.72844,65,44.5,150,5480,LOW RISK,0.303
SHS-72,11/29/2018,157.172,591.268,79,117.37,190,150.1,0.05,64600,32584.21275,95,51.25,150,6220,MODERATE RISK,1.853
SHS-14,11/29/2018,388.8,1051.2,73,75,245,120,0.18,16200,9246,125,30,845,1208,LOW RISK,0.827
